,OptionType,Strike,Maturity,Volatility,Spot,RiskFreeRate
124,call,89,1.0757575757575757,0.05483619788050277,100,0.01
125,call,91,1.0757575757575757,0.05316006131271474,100,0.01
126,call,93,1.0757575757575757,0.05121892734863783,100,0.01
127,call,95,1.0757575757575757,0.050547161102051846,100,0.01
128,call,97,1.0757575757575757,0.04974117734682666,100,0.01
129,call,100,1.0757575757575757,0.050080666225949574,100,0.01
130,call,102,1.0757575757575757,0.04965868230493469,100,0.01
131,call,104,1.0757575757575757,0.05138586292006507,100,0.01
132,call,106,1.0757575757575757,0.051297750885997265,100,0.01
133,call,108,1.0757575757575757,0.05137384260576819,100,0.01
134,call,110,1.0757575757575757,0.05145474053307581,100,0.01
135,call,113,1.0757575757575757,0.0530347337068744,100,0.01
136,call,115,1.0757575757575757,0.05585415666429918,100,0.01
137,call,117,1.0757575757575757,0.057330247285638895,100,0.01
138,call,119,1.0757575757575757,0.05732472807725866,100,0.01
139,call,121,1.0757575757575757,0.05865498353595502,100,0.01
140,call,80,1.1717171717171717,0.0684129541116256,100,0.01
141,call,82,1.1717171717171717,0.06354452195237752,100,0.01
142,call,84,1.1717171717171717,0.060486152278585434,100,0.01
143,call,87,1.1717171717171717,0.056468573288215,100,0.01
144,call,89,1.1717171717171717,0.05598843093754157,100,0.01
145,call,91,1.1717171717171717,0.05164117011822098,100,0.01
146,call,93,1.1717171717171717,0.052374648143300145,100,0.01
147,call,95,1.1717171717171717,0.050595580390832375,100,0.01
148,call,97,1.1717171717171717,0.05174343760872759,100,0.01
149,call,100,1.1717171717171717,0.04972724705183224,100,0.01
150,call,102,1.1717171717171717,0.050594001797483065,100,0.01
151,call,104,1.1717171717171717,0.05058690181489049,100,0.01
152,call,106,1.1717171717171717,0.05050454667458103,100,0.01
153,call,108,1.1717171717171717,0.052187423178308476,100,0.01
154,call,111,1.1717171717171717,0.052065686209246294,100,0.01
155,call,113,1.1717171717171717,0.05406299601571449,100,0.01
156,call,115,1.1717171717171717,0.05452220419979218,100,0.01
157,call,117,1.1717171717171717,0.05863261844507307,100,0.01
158,call,119,1.1717171717171717,0.058229421980666066,100,0.01
159,call,121,1.1717171717171717,0.06177204576014343,100,0.01
160,call,80,1.2676767676767677,0.06652041181024923,100,0.01
161,call,82,1.2676767676767677,0.06435199707349652,100,0.01
162,call,84,1.2676767676767677,0.06252363778821848,100,0.01
163,call,87,1.2676767676767677,0.05891854108528085,100,0.01
164,call,89,1.2676767676767677,0.05620970785209134,100,0.01
165,call,91,1.2676767676767677,0.0538539642081346,100,0.01
166,call,93,1.2676767676767677,0.05375223833504295,100,0.01
167,call,95,1.2676767676767677,0.05128630492610539,100,0.01
168,call,97,1.2676767676767677,0.05192045655341379,100,0.01
169,call,100,1.2676767676767677,0.0489978039138894,100,0.01
170,call,102,1.2676767676767677,0.048673051535994494,100,0.01
171,call,104,1.2676767676767677,0.05094597525688628,100,0.01
172,call,106,1.2676767676767677,0.04781367149007148,100,0.01
173,call,108,1.2676767676767677,0.05123621924250246,100,0.01
174,call,111,1.2676767676767677,0.052226198857775845,100,0.01
175,call,113,1.2676767676767677,0.0545112311938531,100,0.01
176,call,115,1.2676767676767677,0.056298326477404875,100,0.01
177,call,117,1.2676767676767677,0.05474579760883375,100,0.01
178,call,119,1.2676767676767677,0.05742448619311898,100,0.01
179,call,122,1.2676767676767677,0.06013555573229468,100,0.01
180,call,80,1.3636363636363635,0.06753526225543346,100,0.01
181,call,82,1.3636363636363635,0.06313967835325267,100,0.01
182,call,84,1.3636363636363635,0.06014434721618816,100,0.01
183,call,87,1.3636363636363635,0.05663159977253258,100,0.01
184,call,89,1.3636363636363635,0.053973358074249536,100,0.01
185,call,91,1.3636363636363635,0.05230560362560255,100,0.01
186,call,93,1.3636363636363635,0.05170412623132975,100,0.01
187,call,95,1.3636363636363635,0.05127642482864296,100,0.01
188,call,98,1.3636363636363635,0.05150582593220043,100,0.01
189,call,100,1.3636363636363635,0.048717250118518636,100,0.01
190,call,102,1.3636363636363635,0.051092296250206816,100,0.01
191,call,104,1.3636363636363635,0.05232928170946579,100,0.01
192,call,106,1.3636363636363635,0.05021465340060047,100,0.01
193,call,108,1.3636363636363635,0.05030221953830686,100,0.01
194,call,111,1.3636363636363635,0.05222102777287332,100,0.01
195,call,113,1.3636363636363635,0.054300200974544084,100,0.01
196,call,115,1.3636363636363635,0.05531622043049395,100,0.01
197,call,117,1.3636363636363635,0.055288292317711284,100,0.01
198,call,119,1.3636363636363635,0.05810928989676787,100,0.01
199,call,122,1.3636363636363635,0.062069167338800184,100,0.01
200,call,80,1.4595959595959596,0.06517081387016209,100,0.01
201,call,82,1.4595959595959596,0.06347707295279738,100,0.01
202,call,84,1.4595959595959596,0.06168500011452268,100,0.01
203,call,87,1.4595959595959596,0.057933725991935164,100,0.01
204,call,89,1.4595959595959596,0.055934530760855285,100,0.01
205,call,91,1.4595959595959596,0.05308718796238251,100,0.01
206,call,93,1.4595959595959596,0.053212437496676125,100,0.01
207,call,95,1.4595959595959596,0.051659811752598206,100,0.01
208,call,98,1.4595959595959596,0.05012076011080817,100,0.01
209,call,100,1.4595959595959596,0.05133805323018349,100,0.01
210,call,102,1.4595959595959596,0.05077244624563423,100,0.01
211,call,104,1.4595959595959596,0.05041445766125177,100,0.01
212,call,106,1.4595959595959596,0.05093915709507148,100,0.01
213,call,109,1.4595959595959596,0.05326577045218066,100,0.01
214,call,111,1.4595959595959596,0.052118165019544076,100,0.01
215,call,113,1.4595959595959596,0.05393670376599427,100,0.01
216,call,115,1.4595959595959596,0.053823331073452774,100,0.01
217,call,117,1.4595959595959596,0.05555353212705399,100,0.01
218,call,120,1.4595959595959596,0.05889537095506656,100,0.01
219,call,122,1.4595959595959596,0.06136514165211699,100,0.01
220,call,80,1.5555555555555556,0.0661167608404482,100,0.01
221,call,82,1.5555555555555556,0.06311197897641117,100,0.01
222,call,84,1.5555555555555556,0.06173032959959294,100,0.01
223,call,87,1.5555555555555556,0.05685561273552534,100,0.01
224,call,89,1.5555555555555556,0.05432956359142967,100,0.01
225,call,91,1.5555555555555556,0.05436659646164553,100,0.01
226,call,93,1.5555555555555556,0.05192822215223405,100,0.01
227,call,95,1.5555555555555556,0.05109629390531468,100,0.01
228,call,98,1.5555555555555556,0.05093178900359595,100,0.01
229,call,100,1.5555555555555556,0.0500865752316904,100,0.01
230,call,102,1.5555555555555556,0.05006567109896199,100,0.01
231,call,104,1.5555555555555556,0.04966855809235513,100,0.01
232,call,106,1.5555555555555556,0.048844848325861834,100,0.01
233,call,109,1.5555555555555556,0.051703962664076446,100,0.01
234,call,111,1.5555555555555556,0.05169610335306132,100,0.01
235,call,113,1.5555555555555556,0.053053434636698475,100,0.01
236,call,115,1.5555555555555556,0.05353693216469874,100,0.01
237,call,117,1.5555555555555556,0.05438176969810844,100,0.01
238,call,120,1.5555555555555556,0.05867909622934914,100,0.01
239,call,122,1.5555555555555556,0.06057793501023854,100,0.01
240,call,80,1.6515151515151514,0.0660083427184771,100,0.01
241,call,82,1.6515151515151514,0.06371985627291629,100,0.01
242,call,84,1.6515151515151514,0.05915404816158187,100,0.01
243,call,87,1.6515151515151514,0.05676350935479281,100,0.01
244,call,89,1.6515151515151514,0.056043875892654166,100,0.01
245,call,91,1.6515151515151514,0.05242353919219554,100,0.01
246,call,93,1.6515151515151514,0.05334596893297782,100,0.01
247,call,95,1.6515151515151514,0.05243448244116765,100,0.01
248,call,98,1.6515151515151514,0.04961977334412522,100,0.01
249,call,100,1.6515151515151514,0.04807271120432311,100,0.01
250,call,102,1.6515151515151514,0.050981360609116,100,0.01
251,call,104,1.6515151515151514,0.05071489079401015,100,0.01
252,call,107,1.6515151515151514,0.049444309780391583,100,0.01
253,call,109,1.6515151515151514,0.0514661073443582,100,0.01
254,call,111,1.6515151515151514,0.051804063479756746,100,0.01
255,call,113,1.6515151515151514,0.05389392734683047,100,0.01
256,call,115,1.6515151515151514,0.05388823021097531,100,0.01
257,call,118,1.6515151515151514,0.05841740113172962,100,0.01
258,call,120,1.6515151515151514,0.059401939265566965,100,0.01
259,call,122,1.6515151515151514,0.06038399997220236,100,0.01
260,call,80,1.7474747474747474,0.06714958133426518,100,0.01
261,call,82,1.7474747474747474,0.06339204968017537,100,0.01
262,call,84,1.7474747474747474,0.06024529684920953,100,0.01
263,call,87,1.7474747474747474,0.05864207735049727,100,0.01
264,call,89,1.7474747474747474,0.055003487552053955,100,0.01
265,call,91,1.7474747474747474,0.05298101396031078,100,0.01
266,call,93,1.7474747474747474,0.05096160623595697,100,0.01
267,call,96,1.7474747474747474,0.04955949193846919,100,0.01
268,call,98,1.7474747474747474,0.05041583078288842,100,0.01
269,call,100,1.7474747474747474,0.05071041792807486,100,0.01
270,call,102,1.7474747474747474,0.04797402994826149,100,0.01
271,call,104,1.7474747474747474,0.05053206479899819,100,0.01
272,call,107,1.7474747474747474,0.048571953876481715,100,0.01
273,call,109,1.7474747474747474,0.052301341379081615,100,0.01
274,call,111,1.7474747474747474,0.05299509338737547,100,0.01
275,call,113,1.7474747474747474,0.05257189385601841,100,0.01
276,call,115,1.7474747474747474,0.05492681767700241,100,0.01
277,call,118,1.7474747474747474,0.05652399856109737,100,0.01
278,call,120,1.7474747474747474,0.05628019027526957,100,0.01
279,call,122,1.7474747474747474,0.059352688679115945,100,0.01
280,call,80,1.8434343434343434,0.06730944067361783,100,0.01
281,call,82,1.8434343434343434,0.06299071388040227,100,0.01
282,call,84,1.8434343434343434,0.06172685525005405,100,0.01
283,call,87,1.8434343434343434,0.05951852933918622,100,0.01
284,call,89,1.8434343434343434,0.05324864193582432,100,0.01
285,call,91,1.8434343434343434,0.054264619868989894,100,0.01
286,call,93,1.8434343434343434,0.052138984356588675,100,0.01
287,call,96,1.8434343434343434,0.04910373030034118,100,0.01
288,call,98,1.8434343434343434,0.04975382526424279,100,0.01
289,call,100,1.8434343434343434,0.04998124381812989,100,0.01
290,call,102,1.8434343434343434,0.04891137432554514,100,0.01
291,call,104,1.8434343434343434,0.05158503807923635,100,0.01
292,call,107,1.8434343434343434,0.05034645115308561,100,0.01
293,call,109,1.8434343434343434,0.05199278196266974,100,0.01
294,call,111,1.8434343434343434,0.05271449987169865,100,0.01
295,call,113,1.8434343434343434,0.05377221556180577,100,0.01
296,call,116,1.8434343434343434,0.055710237562654336,100,0.01
297,call,118,1.8434343434343434,0.05614668160887964,100,0.01
298,call,120,1.8434343434343434,0.05832941910489199,100,0.01
299,call,122,1.8434343434343434,0.06011193836692155,100,0.01
300,call,80,1.9393939393939392,0.06649769947590103,100,0.01
301,call,82,1.9393939393939392,0.06309561131159756,100,0.01
302,call,84,1.9393939393939392,0.06105701646599937,100,0.01
303,call,87,1.9393939393939392,0.0585088274423525,100,0.01
304,call,89,1.9393939393939392,0.05602177170156715,100,0.01
305,call,91,1.9393939393939392,0.055793395571620386,100,0.01
306,call,93,1.9393939393939392,0.05330581709916449,100,0.01
307,call,96,1.9393939393939392,0.050822735364086234,100,0.01
308,call,98,1.9393939393939392,0.049409906584497384,100,0.01
309,call,100,1.9393939393939392,0.05063190485936884,100,0.01
310,call,102,1.9393939393939392,0.05064426250403656,100,0.01
311,call,105,1.9393939393939392,0.0488662983508583,100,0.01
312,call,107,1.9393939393939392,0.051694545288765555,100,0.01
313,call,109,1.9393939393939392,0.05197809565225684,100,0.01
314,call,111,1.9393939393939392,0.05354680606238335,100,0.01
315,call,113,1.9393939393939392,0.054139728496054786,100,0.01
316,call,116,1.9393939393939392,0.05432130499686618,100,0.01
317,call,118,1.9393939393939392,0.0567233475402561,100,0.01
318,call,120,1.9393939393939392,0.05765195654550013,100,0.01
319,call,122,1.9393939393939392,0.059796274413876034,100,0.01
320,call,80,2.0353535353535355,0.06809314413659108,100,0.01
321,call,82,2.0353535353535355,0.06539900438570866,100,0.01
322,call,84,2.0353535353535355,0.06069838960929267,100,0.01
323,call,87,2.0353535353535355,0.05741145347734555,100,0.01
324,call,89,2.0353535353535355,0.05496627685206282,100,0.01
325,call,91,2.0353535353535355,0.05290640016959614,100,0.01
326,call,93,2.0353535353535355,0.05111972036226101,100,0.01
327,call,96,2.0353535353535355,0.05149010675898423,100,0.01
328,call,98,2.0353535353535355,0.05080654651542613,100,0.01
329,call,100,2.0353535353535355,0.04996028528174576,100,0.01
330,call,102,2.0353535353535355,0.047936867306164074,100,0.01
331,call,105,2.0353535353535355,0.04798357514749919,100,0.01
332,call,107,2.0353535353535355,0.04973103863360845,100,0.01
333,call,109,2.0353535353535355,0.050196723139644676,100,0.01
334,call,111,2.0353535353535355,0.052642624486268455,100,0.01
335,call,114,2.0353535353535355,0.05445426837188441,100,0.01
336,call,116,2.0353535353535355,0.053444719796122295,100,0.01
337,call,118,2.0353535353535355,0.057077310478897456,100,0.01
338,call,120,2.0353535353535355,0.05806001830617063,100,0.01
339,call,122,2.0353535353535355,0.05923096182363809,100,0.01
340,call,80,2.1313131313131315,0.06757706640614757,100,0.01
341,call,82,2.1313131313131315,0.06533323605259757,100,0.01
342,call,84,2.1313131313131315,0.06215990631675002,100,0.01
343,call,87,2.1313131313131315,0.05788254325880111,100,0.01
344,call,89,2.1313131313131315,0.05583569549235616,100,0.01
345,call,91,2.1313131313131315,0.05384188231533473,100,0.01
346,call,93,2.1313131313131315,0.05298718024189548,100,0.01
347,call,96,2.1313131313131315,0.04950549978409544,100,0.01
348,call,98,2.1313131313131315,0.051348072542853194,100,0.01
349,call,100,2.1313131313131315,0.05047962694022386,100,0.01
350,call,102,2.1313131313131315,0.04955727653985495,100,0.01
351,call,105,2.1313131313131315,0.05008763928691633,100,0.01
352,call,107,2.1313131313131315,0.05171313216397171,100,0.01
353,call,109,2.1313131313131315,0.05168823699828375,100,0.01
354,call,111,2.1313131313131315,0.05315731271777949,100,0.01
355,call,114,2.1313131313131315,0.05216069268077583,100,0.01
356,call,116,2.1313131313131315,0.0525836176881569,100,0.01
357,call,118,2.1313131313131315,0.055766759342755955,100,0.01
358,call,120,2.1313131313131315,0.05863107226249825,100,0.01
359,call,123,2.1313131313131315,0.06123673634936617,100,0.01
360,call,80,2.227272727272727,0.06907123279147646,100,0.01
361,call,82,2.227272727272727,0.06558436210256806,100,0.01
362,call,84,2.227272727272727,0.06201705087560072,100,0.01
363,call,87,2.227272727272727,0.05698552610299946,100,0.01
364,call,89,2.227272727272727,0.05468104017363144,100,0.01
365,call,91,2.227272727272727,0.05389654864262907,100,0.01
366,call,93,2.227272727272727,0.05227253756437418,100,0.01
367,call,96,2.227272727272727,0.05060730807136918,100,0.01
368,call,98,2.227272727272727,0.05016309024335745,100,0.01
369,call,100,2.227272727272727,0.05075746312086193,100,0.01
370,call,102,2.227272727272727,0.04905254157112924,100,0.01
371,call,105,2.227272727272727,0.05025611966120743,100,0.01
372,call,107,2.227272727272727,0.0492254663421506,100,0.01
373,call,109,2.227272727272727,0.053015461779501144,100,0.01
374,call,111,2.227272727272727,0.05325715923096597,100,0.01
375,call,114,2.227272727272727,0.05343792632023786,100,0.01
376,call,116,2.227272727272727,0.05498692077111867,100,0.01
377,call,118,2.227272727272727,0.05776213799382947,100,0.01
378,call,120,2.227272727272727,0.05811212748634966,100,0.01
379,call,123,2.227272727272727,0.06163796602485604,100,0.01
380,call,80,2.323232323232323,0.06644496628904648,100,0.01
381,call,82,2.323232323232323,0.06405219153067802,100,0.01
382,call,85,2.323232323232323,0.05948432780856169,100,0.01
383,call,87,2.323232323232323,0.05799740941250474,100,0.01
384,call,89,2.323232323232323,0.0547007468995385,100,0.01
385,call,91,2.323232323232323,0.05390550357069383,100,0.01
386,call,94,2.323232323232323,0.05352781350531698,100,0.01
387,call,96,2.323232323232323,0.05078763392200447,100,0.01
388,call,98,2.323232323232323,0.05142443176960268,100,0.01
389,call,100,2.323232323232323,0.04957524766913705,100,0.01
390,call,103,2.323232323232323,0.04872993681994252,100,0.01
391,call,105,2.323232323232323,0.04973386317950854,100,0.01
392,call,107,2.323232323232323,0.05136635515072947,100,0.01
393,call,109,2.323232323232323,0.05211511863146127,100,0.01
394,call,112,2.323232323232323,0.05203462300944895,100,0.01
395,call,114,2.323232323232323,0.05432289146107428,100,0.01
396,call,116,2.323232323232323,0.05535529120381145,100,0.01
397,call,118,2.323232323232323,0.057970150465849773,100,0.01
398,call,121,2.323232323232323,0.05576272877065332,100,0.01
399,call,123,2.323232323232323,0.06111183096972103,100,0.01
400,call,80,2.419191919191919,0.06799292720727945,100,0.01
401,call,82,2.419191919191919,0.06545583377063302,100,0.01
402,call,85,2.419191919191919,0.061452137403198534,100,0.01
403,call,87,2.419191919191919,0.05802425052222206,100,0.01
404,call,89,2.419191919191919,0.056304658854300305,100,0.01
405,call,91,2.419191919191919,0.05505890825803329,100,0.01
406,call,94,2.419191919191919,0.051704545456787605,100,0.01
407,call,96,2.419191919191919,0.05020563653589047,100,0.01
408,call,98,2.419191919191919,0.050334052748369475,100,0.01
409,call,100,2.419191919191919,0.050158622345937466,100,0.01
410,call,103,2.419191919191919,0.04933720700360254,100,0.01
411,call,105,2.419191919191919,0.0496737033724158,100,0.01
412,call,107,2.419191919191919,0.050347390895770776,100,0.01
413,call,109,2.419191919191919,0.05115448414710167,100,0.01
414,call,112,2.419191919191919,0.051689096991109414,100,0.01
415,call,114,2.419191919191919,0.05356347123490606,100,0.01
416,call,116,2.419191919191919,0.05497746722882227,100,0.01
417,call,118,2.419191919191919,0.055525278156709476,100,0.01
418,call,121,2.419191919191919,0.05677493214812211,100,0.01
419,call,123,2.419191919191919,0.06094514623008175,100,0.01
420,call,80,2.515151515151515,0.0697313409832536,100,0.01
421,call,82,2.515151515151515,0.0646642216669184,100,0.01
422,call,85,2.515151515151515,0.06017342140652253,100,0.01
423,call,87,2.515151515151515,0.058748496981756285,100,0.01
424,call,89,2.515151515151515,0.0564166962119033,100,0.01
425,call,91,2.515151515151515,0.05253983251055999,100,0.01
426,call,94,2.515151515151515,0.05284902103617779,100,0.01
427,call,96,2.515151515151515,0.05116224826885639,100,0.01
428,call,98,2.515151515151515,0.051014154383521595,100,0.01
429,call,100,2.515151515151515,0.052131360623423946,100,0.01
430,call,103,2.515151515151515,0.05028024530191643,100,0.01
431,call,105,2.515151515151515,0.048541323033841954,100,0.01
432,call,107,2.515151515151515,0.05099641636061268,100,0.01
433,call,109,2.515151515151515,0.051935397289528396,100,0.01
434,call,112,2.515151515151515,0.05198869189725251,100,0.01
435,call,114,2.515151515151515,0.052069185525420836,100,0.01
436,call,116,2.515151515151515,0.053997710971969204,100,0.01
437,call,119,2.515151515151515,0.05710440840258064,100,0.01
438,call,121,2.515151515151515,0.05742684058467073,100,0.01
439,call,123,2.515151515151515,0.05978471925165952,100,0.01
440,call,80,2.611111111111111,0.0699602068457505,100,0.01
441,call,82,2.611111111111111,0.06448303480937967,100,0.01
442,call,85,2.611111111111111,0.061757135120595844,100,0.01
443,call,87,2.611111111111111,0.058399259149039554,100,0.01
444,call,89,2.611111111111111,0.0564123242421614,100,0.01
445,call,91,2.611111111111111,0.05535306812388851,100,0.01
446,call,94,2.611111111111111,0.053347448021024216,100,0.01
447,call,96,2.611111111111111,0.05040843490970203,100,0.01
448,call,98,2.611111111111111,0.050472916328667135,100,0.01
449,call,100,2.611111111111111,0.05160588580320362,100,0.01
450,call,103,2.611111111111111,0.050025130842850186,100,0.01
451,call,105,2.611111111111111,0.051241053059223655,100,0.01
452,call,107,2.611111111111111,0.05054021274995472,100,0.01
453,call,110,2.611111111111111,0.05215574487298589,100,0.01
454,call,112,2.611111111111111,0.052395320742289406,100,0.01
455,call,114,2.611111111111111,0.05255901250673264,100,0.01
456,call,116,2.611111111111111,0.05465015470956294,100,0.01
457,call,119,2.611111111111111,0.05520028516714106,100,0.01
458,call,121,2.611111111111111,0.059176132278969326,100,0.01
459,call,123,2.611111111111111,0.05944187749589404,100,0.01
460,call,80,2.7070707070707067,0.0668783909356291,100,0.01
461,call,82,2.7070707070707067,0.06368737460138743,100,0.01
462,call,85,2.7070707070707067,0.06288341951602225,100,0.01
463,call,87,2.7070707070707067,0.0594422774145192,100,0.01
464,call,89,2.7070707070707067,0.054701579800773385,100,0.01
465,call,91,2.7070707070707067,0.05409069701396669,100,0.01
466,call,94,2.7070707070707067,0.05180766534215124,100,0.01
467,call,96,2.7070707070707067,0.05110124926200587,100,0.01
468,call,98,2.7070707070707067,0.05087590673937732,100,0.01
469,call,101,2.7070707070707067,0.0509110612099979,100,0.01
470,call,103,2.7070707070707067,0.048929088667959884,100,0.01
